Unnamed: 0,Unnamed: 1,INKAR 2022 – Indikatorenübersicht:   Raumbeobachtung Deutschland,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
5112,16432,Männliche Studierende,Anteil der Männer an den Studierenden in %,Männl. Studierende WS <Zeitpunkt> / Studierende WS <Zeitpunkt> x 100,"Indikator für das in der Region ausgebildete Potenzial an hochqualifizierten Arbeitskräften. Von besonderer Bedeutung sind hier auch Fachhochschulen aufgrund ihrer Praxisnähe und ihrer vielfältigen Beziehungen zu den regionalen wirtschaftlichen Akteuren. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Als Hochschulen werden alle nach Landesrecht anerkannten Hochschulen,unabhängig von der Trägerschaft, ausgewiesen. Studierende  sind in einem Fachstudium immatrikulierte/eingeschriebene Personen, ohne Beurlaubte, Gasthörer und Studienkollegiaten. Die Studierendenzahlen beziehen sich jeweils auf das Wintersemester. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Hochschulstatistik des Bundes,,x,,1995-2020
5113,15147,Ausländische Studierende,Anteil der Ausländer an den Studierenden in %,Ausländische Studierende WS <Zeitpunkt> / Studierende WS <Zeitpunkt> x 100,"Indikator für das in der Region ausgebildete Potenzial an hochqualifizierten Arbeitskräften. Von besonderer Bedeutung sind hier auch Fachhochschulen aufgrund ihrer Praxisnähe und ihrer vielfältigen Beziehungen zu den regionalen wirtschaftlichen Akteuren. Als Hochschulen werden alle nach Landesrecht anerkannten Hochschulen,unabhängig von der Trägerschaft, ausgewiesen. Studierende  sind in einem Fachstudium immatrikulierte/eingeschriebene Personen, ohne Beurlaubte, Gasthörer und Studienkollegiaten. Die Studierendenzahlen beziehen sich jeweils auf das Wintersemester. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Hochschulstatistik des Bundes,,x,,1998-2020
5114,16433,Studierende im 1. Semester,Studierende im 1. Semester an den Studierenden in %,Studierende im 1. Semester WS <Zeitpunkt> / Studierende WS <Zeitpunkt> x 100,"Indikator für das in der Region ausgebildete Potenzial an hochqualifizierten Arbeitskräften. Von besonderer Bedeutung sind hier auch Fachhochschulen aufgrund ihrer Praxisnähe und ihrer vielfältigen Beziehungen zu den regionalen wirtschaftlichen Akteuren. Als Hochschulen werden alle nach Landesrecht anerkannten Hochschulen,unabhängig von der Trägerschaft, ausgewiesen. Studierende  sind in einem Fachstudium immatrikulierte/eingeschriebene Personen, ohne Beurlaubte, Gasthörer und Studienkollegiaten. Die Studierendenzahlen beziehen sich jeweils auf das Wintersemester. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Hochschulstatistik des Bundes,,x,,1995-2020
5115,16435,Studierende je 100 Einwohner 18 bis 25 Jahre,Studierende je 100 Einwohner von 18 bis unter 25 Jahren in %,Studierende <Zeitpunkt> / E 18 bis unter 25 J <Zeitpunkt> X 100,"Beteiligung an hochqualifizierter beruflicher Qualifikation in der entsprechenden Altersgruppe der 18 bis unter 25-Jährigen. Als Hochschulen werden alle nach Landesrecht anerkannten Hochschulen,unabhängig von der Trägerschaft, ausgewiesen. Studierende  sind in einem Fachstudium immatrikulierte/eingeschriebene Personen, ohne Beurlaubte, Gasthörer und Studienkollegiaten. Die Studierendenzahlen beziehen sich jeweils auf das Wintersemester. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Hochschulstatistik des Bundes,,x,,1995-2020
,,Bildung - Schulische Bildung,,,,,,,,
5201,15148,Schüler,Schüler je 100 Einwohner,Schüler <Zeitpunkt> / E <Zeitpunkt> x 100,"Indikator für Bildungsbeteiligung der auch von der Alterstruktur beeinflusst wird. Die Daten werden zu Beginn des Schuljahres erhoben. Wegen der Kulturhoheit der Länder handelt es sich teils um unterschiedliche Stichtage und unterschiedliche Abgrenzungen der Schulformen, weshalb die Daten nur eingeschränkt vergleichbar sind. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5202,15149,Ausländische Schüler,Anteil der ausländischen Schüler an den Schülern in %,Ausländische Schüler <Zeitpunkt> / Schüler <Zeitpunkt> x 100,"Indikator für Bildungsbeteiligung. Die Daten werden zu Beginn des Schuljahres erhoben. Wegen der Kulturhoheit der Länder handelt es sich teils um unterschiedliche Stichtage und unterschiedliche Abgrenzungen der Schulformen, weshalb die Daten nur eingeschränkt vergleichbar sind. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5203,16467,Ausländische Schüler je 100 Ausländer 6 bis 18 Jahre,Ausländische Schüler je 100 Ausländer von 6 bis unter 18 Jahren,Ausländische Schüler <Zeitpunkt> / Ausländer 6 bis < 18 Jahre <Zeitpunkt> x 100,"Indikator für Bildungsbeteiligung. Die Daten werden zu Beginn des Schuljahres erhoben. Wegen der Kulturhoheit der Länder handelt es sich teils um unterschiedliche Stichtage und unterschiedliche Abgrenzungen der Schulformen, weshalb die Daten nur eingeschränkt vergleichbar sind. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,2011-2020
5204,14149,Schulabgänger mit allgemeiner Hochschulreife,Anteil der Schulabgänger mit Hochschulreife an den Schulabgängern in %,Schulabgänger mit Hochschulreife <Zeitpunkt> / Schulabgänger <Zeitpunkt> x 100,"Hinweis auf hohes regionales Qualifikationspotenzial und Beteiligung an weiterführender Schulbildung. Hierzu zählen Absolventen/Abgänger der Gymnasien, Gesamtschulen, Freien Waldorfschulen und Förderschulen (Sonderschulen) mit Hochschulreife. Einbezogen sind die entsprechenden Abschlüsse der Schulen des 2. Bildungsweges (Abendschulen).",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5205,14146,Weibliche Schulabgänger mit allgemeiner Hochschulreife,Anteil der weiblichen Schulabgänger mit Hochschulreife an den weiblichen Schulabgängern in %,Weibl. Schulabgänger mit Hochschulreife <Zeitpunkt> / Schulabgänger weibl. <Zeitpunkt> x 100,"Hinweis auf hohes regionales Qualifikationspotenzial und Beteiligung an weiterführender Schulbildung. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Hierzu zählen Absolventen/Abgänger der Gymnasien, Gesamtschulen, Freien Waldorfschulen und Förderschulen (Sonderschulen) mit Hochschulreife. Einbezogen sind die entsprechenden Abschlüsse der Schulen des 2. Bildungsweges (Abendschulen).",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5206,14567,Männliche Schulabgänger mit allgemeiner Hochschulreife,Anteil der männlichen Schulabgänger mit Hochschulreife an den männlichen Schulabgängern in %,Männl. Schulabgänger mit Hochschulreife <Zeitpunkt> / Schulabgänger männl. <Zeitpunkt> x 100,"Hinweis auf hohes regionales Qualifikationspotenzial und Beteiligung an weiterführender Schulbildung. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Hierzu zählen Absolventen/Abgänger der Gymnasien, Gesamtschulen, Freien Waldorfschulen und Förderschulen (Sonderschulen) mit Hochschulreife. Einbezogen sind die entsprechenden Abschlüsse der Schulen des 2. Bildungsweges (Abendschulen).",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5207,16528,Schulabgänger mit mittlerem Abschluss,Anteil der Schulabgänger mit mittlerem Schulabschluss an den Schulabgängern  in %,Schulabgänger mit mittlerem Schulabschluss <Zeitpunkt> / Schulabgänger <Zeitpunkt> x 100,"Hinweis auf mittleres regionales Qualifikationspotenzial. Hierzu zählen Schüler mit dem Abschlusszeugnis der Realschule bzw. mit einem gleichwertigen Abschluss: Schulen mit mehreren Bildungsgängen, Realschulen für Behinderte, drei- und vierstufigen Wirtschaftsschulen, Hauptschulklassen 10, Abgänger der Jahrgangsstufen 10 bis 13 der Gymnasien, der Gesamtschulen und Freien Waldorfschulen. Einbezogen sind die entsprechenden Abschlüsse der Schulen des 2. Bildungsweges (Abendschulen).",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,2016-2020
5208,16530,Weibliche Schulabgänger mit mittlerem Abschluss,Anteil der weiblichen Schulabgänger mit mittlerem Schulabschluss an den weiblichen Schulabgängern in %,Weibl. Schulabgänger mit mittlerem Schulabschluss <Zeitpunkt> / Schulabgänger weibl. <Zeitpunkt> x 100,"Hinweis auf mittleres regionales Qualifikationspotenzial. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Hierzu zählen Schüler mit dem Abschlusszeugnis der Realschule bzw. mit einem gleichwertigen Abschluss: Schulen mit mehreren Bildungsgängen, Realschulen für Behinderte, drei- und vierstufigen Wirtschaftsschulen, Hauptschulklassen 10, Abgänger der Jahrgangsstufen 10 bis 13 der Gymnasien, der Gesamtschulen und Freien Waldorfschulen. Einbezogen sind die entsprechenden Abschlüsse der Schulen des 2. Bildungsweges (Abendschulen).",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,2016-2020
5209,16531,Männliche Schulabgänger mit mittlerem Abschluss,Anteil der männlichen Schulabgänger mit mittlerem Schulabschluss an den männlichen Schulabgängern in %,Männl. Schulabgänger mit mittlerem Schulabschluss <Zeitpunkt> / Schulabgänger männl. <Zeitpunkt> x 100,"Hinweis auf mittleres regionales Qualifikationspotenzial. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Hierzu zählen Schüler mit dem Abschlusszeugnis der Realschule bzw. mit einem gleichwertigen Abschluss: Schulen mit mehreren Bildungsgängen, Realschulen für Behinderte, drei- und vierstufigen Wirtschaftsschulen, Hauptschulklassen 10, Abgänger der Jahrgangsstufen 10 bis 13 der Gymnasien, der Gesamtschulen und Freien Waldorfschulen. Einbezogen sind die entsprechenden Abschlüsse der Schulen des 2. Bildungsweges (Abendschulen).",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,2016-2020
5210,16506,Schulabgänger mit Hauptschulabschluss,Anteil der Schulabgänger mit Hauptschulabschluss an den Schulabgängern in %,Schulabgänger mit Hauptschulabschluss <Zeitpunkt> / Schulabgänger <Zeitpunkt> x 100,"Hinweis auf niedriges regionales Qualifikationspotenzial. Hierzu zählen Absolventen/Abgänger aus Haupt-/Volksschulen, Förderschulen, Schulen mit mehreren Bildungsgängen, Gesamtschulen mit Hauptschulabschluss, Schüler der Realschulen, drei- und vierstufigen Wirtschaftsschulen, Gymnasien, Gesamtschulen und Freien Waldorfschulen aus Klassen-/Jahrgangsstufe 9 und höher ohne mittleren Schulabschluss. Einbezogen sind die entsprechenden Abschlüsse der Schulen des 2. Bildungsweges (Abendschulen). Unter dem Hauptschulabschluss wird auch der erweiterte (Sachsen: qualifizierende) Hauptschulabschluss nachgewiesen.",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5211,16526,Weibliche Schulabgänger mit Hauptschulabschluss,Anteil der weiblichen Schulabgänger mit Hauptschulabschluss an den weiblichen Schulabgängern in %,Weibl. Schulabgänger mit Hauptschulabschluss <Zeitpunkt> / Schulabgänger weibl. <Zeitpunkt> x 100,"Hinweis auf niedriges regionales Qualifikationspotenzial. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Hierzu zählen Absolventen/Abgänger aus Haupt-/Volksschulen, Förderschulen, Schulen mit mehreren Bildungsgängen, Gesamtschulen mit Hauptschulabschluss, Schüler der Realschulen, drei- und vierstufigen Wirtschaftsschulen, Gymnasien, Gesamtschulen und Freien Waldorfschulen aus Klassen-/Jahrgangsstufe 9 und höher ohne mittleren Schulabschluss. Einbezogen sind die entsprechenden Abschlüsse der Schulen des 2. Bildungsweges (Abendschulen). Unter dem Hauptschulabschluss wird auch der erweiterte (Sachsen: qualifizierende) Hauptschulabschluss nachgewiesen.",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5212,16527,Männliche Schulabgänger mit Hauptschulabschluss,Anteil der männlichen Schulabgänger mit Hauptschulabschluss an den männlichen Schulabgängern in %,Männl. Schulabgänger mit Hauptschulabschluss <Zeitpunkt> / Schulabgänger männl. <Zeitpunkt> x 100,"Hinweis auf niedriges regionales Qualifikationspotenzial. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Hierzu zählen Absolventen/Abgänger aus Haupt-/Volksschulen, Förderschulen, Schulen mit mehreren Bildungsgängen, Gesamtschulen mit Hauptschulabschluss, Schüler der Realschulen, drei- und vierstufigen Wirtschaftsschulen, Gymnasien, Gesamtschulen und Freien Waldorfschulen aus Klassen-/Jahrgangsstufe 9 und höher ohne mittleren Schulabschluss. Einbezogen sind die entsprechenden Abschlüsse der Schulen des 2. Bildungsweges (Abendschulen). Unter dem Hauptschulabschluss wird auch der erweiterte (Sachsen: qualifizierende) Hauptschulabschluss nachgewiesen.",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5213,14166,Schulabgänger ohne Abschluss,Anteil der Schulabgänger ohne Hauptschulabschluss an den Schulabgängern in %,Schulabgänger ohne Hauptschulabschluss <Zeitpunkt> / Schulabgänger <Zeitpunkt> x 100,"Hinweis auf sehr niedriges regionales Qualifikationspotenzial. Hierzu zählen Abgänger aus Haupt-/Volksschulen, Förderschulen, Schulen mit mehreren Bildungsgängen, Gesamtschulen ohne Hauptschulabschluss, sowie Abgänger aus Klassen-/Jahrgangsstufe 7 und 8 (bei Ländern mit 10jähriger Vollzeitschulpflicht auch aus Klassen-/Jahrgangsstufe 9) der Realschulen, Gymnasien, Freien Waldorfschulen und drei- und vierstufigen Wirtschaftsschulen, nach Ableistung der allgemeinen Vollzeitschulpflicht.",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5214,14126,Weibliche Schulabgänger ohne Abschluss,Anteil der weiblichen Schulabgänger ohne Hauptschulabschluss an den weiblichen Schulabgängern in %,Weibl. Schulabgänger ohne Hauptschulabschluss <Zeitpunkt> / Schulabgänger weibl. <Zeitpunkt> x 100,"Hinweis auf sehr niedriges regionales Qualifikationspotenzial. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Hierzu zählen Abgänger aus Haupt-/Volksschulen, Förderschulen, Schulen mit mehreren Bildungsgängen, Gesamtschulen ohne Hauptschulabschluss, sowie Abgänger aus Klassen-/Jahrgangsstufe 7 und 8 (bei Ländern mit 10jähriger Vollzeitschulpflicht auch aus Klassen-/Jahrgangsstufe 9) der Realschulen, Gymnasien, Freien Waldorfschulen und drei- und vierstufigen Wirtschaftsschulen, nach Ableistung der allgemeinen Vollzeitschulpflicht.",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
5215,14187,Männliche Schulabgänger ohne Abschluss,Anteil der männlichen Schulabgänger ohne Hauptschulabschluss an den männlichen Schulabgängern in %,Männl. Schulabgänger ohne Hauptschulabschluss <Zeitpunkt> / Schulabgänger männl. <Zeitpunkt> x 100,"Hinweis auf sehr niedriges regionales Qualifikationspotenzial. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Hierzu zählen Abgänger aus Haupt-/Volksschulen, Förderschulen, Schulen mit mehreren Bildungsgängen, Gesamtschulen ohne Hauptschulabschluss, sowie Abgänger aus Klassen-/Jahrgangsstufe 7 und 8 (bei Ländern mit 10jähriger Vollzeitschulpflicht auch aus Klassen-/Jahrgangsstufe 9) der Realschulen, Gymnasien, Freien Waldorfschulen und drei- und vierstufigen Wirtschaftsschulen, nach Ableistung der allgemeinen Vollzeitschulpflicht.",Statistik der allgemeinbildenden Schulen des Bundes und der Länder,,x,,1995-2020
